颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,fatigue_result,body_fatigue_score,cognitive_fatigue_score,emotional_fatigue_score,timestamp
53,25,50,20,115,70,10,20,10,35,高疲劳状态,4,4,4,2026-06-02 09:46:23
